transaction_id,transaction_date,post_date,description,category,transaction_type,amount,balance,currency,account_name,account_type,merchant,city,state,country,reference,channel,status
133990D404D34BE8,2025-01-07 19:06:24,2025-01-08,Payroll Deposit,Income,Credit,3679.69,18597.87,USD,Demo High Yield Savings,Savings,Payroll Deposit,Austin,TX,US,REF96500924,ACH,Posted
777E61DC3899448B,2025-01-07 19:17:02,2025-01-09,Pharmacy,Health,Debit,-7.60,18590.27,USD,Demo High Yield Savings,Savings,Pharmacy,Chicago,IL,US,REF43962179,Card,Posted
9A80D88456D14DF4,2025-01-08 00:30:16,2025-01-10,Insurance Payment,Insurance,Debit,-141.65,18448.62,USD,Demo High Yield Savings,Savings,Insurance Payment,Seattle,WA,US,REF85400080,ACH,Posted
3958122BA3774F04,2025-01-08 11:57:14,2025-01-08,Payroll Deposit,Income,Credit,1537.23,19985.85,USD,Demo High Yield Savings,Savings,Payroll Deposit,Boston,MA,US,REF73845946,ACH,Pending
D52BAE80EB1F4345,2025-01-08 13:50:52,2025-01-10,Gas Station,Transport,Debit,-16.12,19969.73,USD,Demo High Yield Savings,Savings,Gas Station,San Francisco,CA,US,REF22730042,POS,Posted
4C2B1E45235B4A9F,2025-01-08 21:04:21,2025-01-08,Online Retailer,Shopping,Debit,-21.41,19948.32,USD,Demo High Yield Savings,Savings,Online Retailer,Chicago,IL,US,REF26051288,Online,Posted
83B737C5797B4132,2025-01-09 03:14:29,2025-01-09,Streaming Service,Entertainment,Debit,-7.50,19940.82,USD,Demo High Yield Savings,Savings,Streaming Service,San Francisco,CA,US,REF83778810,ACH,Posted
DBA9311312924600,2025-01-09 08:46:41,2025-01-10,Gas Station,Transport,Debit,-20.05,19920.77,USD,Demo High Yield Savings,Savings,Gas Station,Austin,TX,US,REF11244728,POS,Posted
35319E9C403B40F9,2025-01-09 19:49:40,2025-01-11,Gas Station,Transport,Debit,-8.55,19912.22,USD,Demo High Yield Savings,Savings,Gas Station,San Francisco,CA,US,REF16306434,POS,Posted
A4B649DC6502451F,2025-01-09 22:28:16,2025-01-11,Electric Utility,Bills,Debit,-108.47,19803.75,USD,Demo High Yield Savings,Savings,Electric Utility,San Francisco,CA,US,REF93721739,ACH,Pending
7F848BF36113454D,2025-01-10 17:30:03,2025-01-11,Office Supplies,Operations,Debit,-19.64,19784.11,USD,Demo High Yield Savings,Savings,Office Supplies,Boston,MA,US,REF83758671,Card,Posted
6B2EE12F47AC4AB1,2025-01-10 19:52:03,2025-01-12,Ride Share,Transport,Debit,-8.20,19775.91,USD,Demo High Yield Savings,Savings,Ride Share,Denver,CO,US,REF48835846,Card,Posted
C9D7D03CD7ED4D64,2025-01-11 15:27:46,2025-01-12,Grocery Market,Groceries,Debit,-27.68,19748.23,USD,Demo High Yield Savings,Savings,Grocery Market,Boston,MA,US,REF46120895,POS,Posted
AD2898A677C74C96,2025-01-11 16:56:19,2025-01-13,Interest Credit,Interest,Credit,15.26,19763.49,USD,Demo High Yield Savings,Savings,Interest Credit,New York,NY,US,REF39934299,System,Posted
A5823201AE884A5F,2025-01-12 05:47:16,2025-01-14,Cloud Hosting,Infrastructure,Debit,-343.71,19419.78,USD,Demo High Yield Savings,Savings,Cloud Hosting,Seattle,WA,US,REF35721973,ACH,Posted
C349CC388B21458E,2025-01-12 09:17:29,2025-01-12,Streaming Service,Entertainment,Debit,-11.94,19407.84,USD,Demo High Yield Savings,Savings,Streaming Service,Seattle,WA,US,REF60543809,ACH,Posted
351E699F05FD47EC,2025-01-12 09:35:47,2025-01-13,Electric Utility,Bills,Debit,-60.03,19347.81,USD,Demo High Yield Savings,Savings,Electric Utility,New York,NY,US,REF91486500,ACH,Posted
7824E945675D41BB,2025-01-13 21:59:36,2025-01-13,Water Utility,Bills,Debit,-14.63,19333.18,USD,Demo High Yield Savings,Savings,Water Utility,Seattle,WA,US,REF86726438,ACH,Posted
96E9313CA2484533,2025-01-15 03:05:11,2025-01-16,Payroll Deposit,Income,Credit,2317.53,21650.71,USD,Demo High Yield Savings,Savings,Payroll Deposit,Seattle,WA,US,REF77559901,ACH,Posted
5CB6C536F081415E,2025-01-15 19:57:02,2025-01-17,Coffee Shop,Food & Drink,Debit,-4.94,21645.77,USD,Demo High Yield Savings,Savings,Coffee Shop,New York,NY,US,REF59598894,POS,Posted
85E323C614ED4C43,2025-01-16 01:31:27,2025-01-17,Gas Station,Transport,Debit,-37.35,21608.42,USD,Demo High Yield Savings,Savings,Gas Station,Boston,MA,US,REF15910104,POS,Posted
FC347FA5419948C1,2025-01-16 07:36:47,2025-01-18,Mobile Carrier,Bills,Debit,-15.05,21593.37,USD,Demo High Yield Savings,Savings,Mobile Carrier,Boston,MA,US,REF60704539,ACH,Posted
A7C2829891354E09,2025-01-16 15:13:19,2025-01-17,Insurance Payment,Insurance,Debit,-185.03,21408.34,USD,Demo High Yield Savings,Savings,Insurance Payment,Denver,CO,US,REF13822276,ACH,Posted
619ACE5797D84121,2025-01-16 23:10:14,2025-01-16,Client Payment,Revenue,Credit,8908.11,30316.45,USD,Demo High Yield Savings,Savings,Client Payment,Seattle,WA,US,REF73943071,Wire,Posted
D44C03E1700A4028,2025-01-17 18:02:41,2025-01-18,Refund,Refund,Credit,24.54,30340.99,USD,Demo High Yield Savings,Savings,Refund,Austin,TX,US,REF95524438,Card,Posted
60BB2C05794D4DF7,2025-01-17 19:49:24,2025-01-17,Software Subscription,SaaS,Debit,-58.40,30282.59,USD,Demo High Yield Savings,Savings,Software Subscription,Denver,CO,US,REF17258161,ACH,Posted
941D7D76CDA64115,2025-01-17 21:43:26,2025-01-19,Client Payment,Revenue,Credit,1133.29,31415.88,USD,Demo High Yield Savings,Savings,Client Payment,Miami,FL,US,REF65980819,Wire,Posted
B3256856EBBC43C9,2025-01-18 10:44:06,2025-01-20,Cloud Hosting,Infrastructure,Debit,-139.00,31276.88,USD,Demo High Yield Savings,Savings,Cloud Hosting,Denver,CO,US,REF73819982,ACH,Posted
BCE102E42F654156,2025-01-19 22:43:17,2025-01-21,Mobile Carrier,Bills,Debit,-33.92,31242.96,USD,Demo High Yield Savings,Savings,Mobile Carrier,Boston,MA,US,REF66977334,ACH,Pending
EFBC82ABBD704A58,2025-01-20 00:47:41,2025-01-21,Restaurant,Dining,Debit,-45.54,31197.42,USD,Demo High Yield Savings,Savings,Restaurant,New York,NY,US,REF85553948,Card,Posted
1B43A76C024641E1,2025-01-20 09:10:09,2025-01-22,Grocery Market,Groceries,Debit,-32.39,31165.03,USD,Demo High Yield Savings,Savings,Grocery Market,Miami,FL,US,REF41080809,POS,Posted
1CC3D57071D84325,2025-01-20 11:01:39,2025-01-22,Office Supplies,Operations,Debit,-86.72,31078.31,USD,Demo High Yield Savings,Savings,Office Supplies,San Francisco,CA,US,REF27669523,Card,Posted
B821697C20614550,2025-01-20 12:52:51,2025-01-22,Pharmacy,Health,Debit,-18.35,31059.96,USD,Demo High Yield Savings,Savings,Pharmacy,Boston,MA,US,REF34258202,Card,Posted
DA25A7E590194138,2025-01-20 13:06:59,2025-01-22,Online Retailer,Shopping,Debit,-108.16,30951.80,USD,Demo High Yield Savings,Savings,Online Retailer,Denver,CO,US,REF94031142,Online,Posted
CB906C22DA1C4BB4,2025-01-20 23:04:28,2025-01-21,Insurance Payment,Insurance,Debit,-30.09,30921.71,USD,Demo High Yield Savings,Savings,Insurance Payment,Austin,TX,US,REF70332161,ACH,Pending
E5EFA0972449481D,2025-01-21 09:58:56,2025-01-22,Pharmacy,Health,Debit,-14.64,30907.07,USD,Demo High Yield Savings,Savings,Pharmacy,Seattle,WA,US,REF28373284,Card,Posted
173291DC59A54389,2025-01-21 11:25:45,2025-01-23,Electric Utility,Bills,Debit,-50.80,30856.27,USD,Demo High Yield Savings,Savings,Electric Utility,Miami,FL,US,REF45232032,ACH,Posted
45A444A4DB784CA0,2025-01-21 14:46:37,2025-01-23,Restaurant,Dining,Debit,-51.24,30805.03,USD,Demo High Yield Savings,Savings,Restaurant,Chicago,IL,US,REF48183020,Card,Posted
3A1FD08A7FC54AD7,2025-01-22 02:24:08,2025-01-22,Water Utility,Bills,Debit,-24.95,30780.08,USD,Demo High Yield Savings,Savings,Water Utility,Chicago,IL,US,REF63018273,ACH,Posted
B44A7DDC6C214C96,2025-01-22 11:03:58,2025-01-23,Cloud Hosting,Infrastructure,Debit,-157.14,30622.94,USD,Demo High Yield Savings,Savings,Cloud Hosting,Seattle,WA,US,REF53023903,ACH,Posted
5C41B3E2C28046A4,2025-01-23 06:06:29,2025-01-23,Office Supplies,Operations,Debit,-37.79,30585.15,USD,Demo High Yield Savings,Savings,Office Supplies,New York,NY,US,REF76474713,Card,Posted
BA94B78B69EF4EC6,2025-01-23 08:20:35,2025-01-25,Electric Utility,Bills,Debit,-73.71,30511.44,USD,Demo High Yield Savings,Savings,Electric Utility,Seattle,WA,US,REF12943511,ACH,Posted
68DAD951093C4960,2025-01-23 15:57:35,2025-01-25,Gas Station,Transport,Debit,-26.48,30484.96,USD,Demo High Yield Savings,Savings,Gas Station,New York,NY,US,REF84250773,POS,Posted
FA298A9F309245BC,2025-01-23 18:00:09,2025-01-24,Insurance Payment,Insurance,Debit,-51.32,30433.64,USD,Demo High Yield Savings,Savings,Insurance Payment,Chicago,IL,US,REF96454359,ACH,Posted
94F586DBC7A9489D,2025-01-23 19:03:00,2025-01-25,Insurance Payment,Insurance,Debit,-53.91,30379.73,USD,Demo High Yield Savings,Savings,Insurance Payment,Chicago,IL,US,REF55833897,ACH,Posted
CA33ABCA95884B32,2025-01-24 06:14:41,2025-01-25,Payroll Deposit,Income,Credit,1507.42,31887.15,USD,Demo High Yield Savings,Savings,Payroll Deposit,Seattle,WA,US,REF59736100,ACH,Pending
249837ADC5B64E8E,2025-01-24 07:53:15,2025-01-25,Payroll Deposit,Income,Credit,3854.23,35741.38,USD,Demo High Yield Savings,Savings,Payroll Deposit,San Francisco,CA,US,REF28987151,ACH,Pending
8BA865D6DC05467B,2025-01-24 16:44:06,2025-01-24,Electric Utility,Bills,Debit,-41.89,35699.49,USD,Demo High Yield Savings,Savings,Electric Utility,San Francisco,CA,US,REF15658420,ACH,Posted
4AD42309B0974CBB,2025-01-25 05:02:00,2025-01-25,Online Retailer,Shopping,Debit,-26.20,35673.29,USD,Demo High Yield Savings,Savings,Online Retailer,Denver,CO,US,REF91405981,Online,Posted
F1090E32EA2F4406,2025-01-25 05:36:44,2025-01-27,Software Subscription,SaaS,Debit,-49.57,35623.72,USD,Demo High Yield Savings,Savings,Software Subscription,Seattle,WA,US,REF80327598,ACH,Posted
A44FA6B33C774B8A,2025-01-25 09:23:33,2025-01-26,Refund,Refund,Credit,20.96,35644.68,USD,Demo High Yield Savings,Savings,Refund,Miami,FL,US,REF63769921,Card,Posted
5A0B555052754B03,2025-01-26 16:54:38,2025-01-28,Online Retailer,Shopping,Debit,-32.61,35612.07,USD,Demo High Yield Savings,Savings,Online Retailer,Seattle,WA,US,REF80474490,Online,Posted
EC6EB0581B034199,2025-01-26 20:15:07,2025-01-26,Payroll Deposit,Income,Credit,3885.18,39497.25,USD,Demo High Yield Savings,Savings,Payroll Deposit,Seattle,WA,US,REF87206131,ACH,Posted
321F730C5B9947FB,2025-01-28 05:35:13,2025-01-30,Transfer In,Transfer,Credit,278.45,39775.70,USD,Demo High Yield Savings,Savings,Transfer In,Chicago,IL,US,REF40687335,Internal,Posted
6CFD16C4819C4EC9,2025-01-28 09:27:16,2025-01-30,Ride Share,Transport,Debit,-30.04,39745.66,USD,Demo High Yield Savings,Savings,Ride Share,Seattle,WA,US,REF77385565,Card,Posted
A8E68B18C86F4098,2025-01-28 17:12:11,2025-01-28,Streaming Service,Entertainment,Debit,-9.30,39736.36,USD,Demo High Yield Savings,Savings,Streaming Service,Austin,TX,US,REF72492044,ACH,Posted
57666286C4AE4BFC,2025-01-29 05:42:42,2025-01-31,Refund,Refund,Credit,12.61,39748.97,USD,Demo High Yield Savings,Savings,Refund,Austin,TX,US,REF83249011,Card,Posted
40B5489768AB4781,2025-01-29 07:25:11,2025-01-31,Cloud Hosting,Infrastructure,Debit,-169.78,39579.19,USD,Demo High Yield Savings,Savings,Cloud Hosting,Seattle,WA,US,REF97603904,ACH,Pending
B94686AFC3D94A5B,2025-01-29 16:56:13,2025-01-30,Electric Utility,Bills,Debit,-53.53,39525.66,USD,Demo High Yield Savings,Savings,Electric Utility,Boston,MA,US,REF13660053,ACH,Pending
84B61507D7AC4E66,2025-01-30 03:35:24,2025-02-01,Cloud Hosting,Infrastructure,Debit,-254.80,39270.86,USD,Demo High Yield Savings,Savings,Cloud Hosting,Chicago,IL,US,REF66886173,ACH,Posted
50E4141661F74E44,2025-01-31 03:51:50,2025-02-02,Payroll Deposit,Income,Credit,1821.66,41092.52,USD,Demo High Yield Savings,Savings,Payroll Deposit,Seattle,WA,US,REF65374574,ACH,Posted
89C3230F5F2046DB,2025-01-31 13:31:36,2025-02-02,Payroll Deposit,Income,Credit,2393.35,43485.87,USD,Demo High Yield Savings,Savings,Payroll Deposit,Austin,TX,US,REF67508694,ACH,Posted
604F37F5AA784AB0,2025-01-31 15:15:14,2025-02-02,Mobile Carrier,Bills,Debit,-37.50,43448.37,USD,Demo High Yield Savings,Savings,Mobile Carrier,Austin,TX,US,REF85413975,ACH,Posted
0B32CCF952E24706,2025-01-31 15:16:26,2025-02-01,Cloud Hosting,Infrastructure,Debit,-36.01,43412.36,USD,Demo High Yield Savings,Savings,Cloud Hosting,Denver,CO,US,REF85874940,ACH,Posted
6BD737734FB34B82,2025-02-01 01:12:01,2025-02-02,Online Retailer,Shopping,Debit,-116.22,43296.14,USD,Demo High Yield Savings,Savings,Online Retailer,Chicago,IL,US,REF86861917,Online,Posted
2CB251E528DE4A63,2025-02-01 23:56:12,2025-02-03,Interest Credit,Interest,Credit,36.34,43332.48,USD,Demo High Yield Savings,Savings,Interest Credit,Chicago,IL,US,REF11464854,System,Posted
E2ABFA1CA7954DED,2025-02-02 14:11:16,2025-02-03,Cloud Hosting,Infrastructure,Debit,-88.56,43243.92,USD,Demo High Yield Savings,Savings,Cloud Hosting,Chicago,IL,US,REF33420365,ACH,Posted
F644FD9F888C4EF1,2025-02-03 01:50:22,2025-02-05,Payroll Deposit,Income,Credit,1548.51,44792.43,USD,Demo High Yield Savings,Savings,Payroll Deposit,Austin,TX,US,REF59902352,ACH,Posted
B4A5D94C3FA84E47,2025-02-03 13:23:36,2025-02-05,Office Supplies,Operations,Debit,-4.39,44788.04,USD,Demo High Yield Savings,Savings,Office Supplies,New York,NY,US,REF94195153,Card,Posted
2B8C2176D75A408B,2025-02-03 23:47:41,2025-02-03,Office Supplies,Operations,Debit,-62.29,44725.75,USD,Demo High Yield Savings,Savings,Office Supplies,New York,NY,US,REF27207159,Card,Posted
F6C4C51FFEE841DF,2025-02-04 10:45:30,2025-02-06,Gas Station,Transport,Debit,-23.62,44702.13,USD,Demo High Yield Savings,Savings,Gas Station,Chicago,IL,US,REF39045233,POS,Pending
25F8D747E0FC4C0F,2025-02-04 22:45:47,2025-02-05,Insurance Payment,Insurance,Debit,-193.34,44508.79,USD,Demo High Yield Savings,Savings,Insurance Payment,Denver,CO,US,REF38831688,ACH,Posted
075DC5E862FB4D12,2025-02-05 07:38:33,2025-02-06,Gas Station,Transport,Debit,-18.89,44489.90,USD,Demo High Yield Savings,Savings,Gas Station,San Francisco,CA,US,REF24947264,POS,Posted
F5507D0AA0CE4943,2025-02-05 08:06:35,2025-02-07,Interest Credit,Interest,Credit,70.03,44559.93,USD,Demo High Yield Savings,Savings,Interest Credit,Chicago,IL,US,REF66809516,System,Posted
022147ABD682479C,2025-02-06 04:42:08,2025-02-08,Cloud Hosting,Infrastructure,Debit,-185.66,44374.27,USD,Demo High Yield Savings,Savings,Cloud Hosting,San Francisco,CA,US,REF19742877,ACH,Posted
2A23B0E8F8224A13,2025-02-06 11:31:42,2025-02-08,Online Retailer,Shopping,Debit,-61.84,44312.43,USD,Demo High Yield Savings,Savings,Online Retailer,Austin,TX,US,REF41562316,Online,Posted
6CC9EBDBF1994A68,2025-02-06 19:04:33,2025-02-07,Interest Credit,Interest,Credit,48.30,44360.73,USD,Demo High Yield Savings,Savings,Interest Credit,San Francisco,CA,US,REF34070716,System,Posted
2C0B3CD21DA54C59,2025-02-06 21:25:08,2025-02-06,Grocery Market,Groceries,Debit,-48.15,44312.58,USD,Demo High Yield Savings,Savings,Grocery Market,Chicago,IL,US,REF24867878,POS,Posted
552CAF1503D94B77,2025-02-07 15:13:24,2025-02-08,Gas Station,Transport,Debit,-21.11,44291.47,USD,Demo High Yield Savings,Savings,Gas Station,Chicago,IL,US,REF24195922,POS,Pending
72E6663163A54124,2025-02-07 18:57:39,2025-02-09,Mobile Carrier,Bills,Debit,-83.34,44208.13,USD,Demo High Yield Savings,Savings,Mobile Carrier,Austin,TX,US,REF90282015,ACH,Posted
742263586074434E,2025-02-08 14:03:51,2025-02-10,Office Supplies,Operations,Debit,-45.21,44162.92,USD,Demo High Yield Savings,Savings,Office Supplies,Chicago,IL,US,REF27702023,Card,Posted
8794FB83F4D7404B,2025-02-09 02:58:48,2025-02-11,Software Subscription,SaaS,Debit,-200.29,43962.63,USD,Demo High Yield Savings,Savings,Software Subscription,Miami,FL,US,REF22791995,ACH,Pending
19DE7C4238764F3B,2025-02-09 10:23:02,2025-02-09,Electric Utility,Bills,Debit,-85.68,43876.95,USD,Demo High Yield Savings,Savings,Electric Utility,Seattle,WA,US,REF55335089,ACH,Posted
DF75FA5D4A734B01,2025-02-09 22:08:20,2025-02-11,Software Subscription,SaaS,Debit,-43.65,43833.30,USD,Demo High Yield Savings,Savings,Software Subscription,New York,NY,US,REF78109300,ACH,Pending
DA5221C2B2624DFD,2025-02-10 12:20:40,2025-02-12,Client Payment,Revenue,Credit,7857.96,51691.26,USD,Demo High Yield Savings,Savings,Client Payment,New York,NY,US,REF76478091,Wire,Posted
64E0C8BFC60045D9,2025-02-10 18:24:01,2025-02-12,Water Utility,Bills,Debit,-37.49,51653.77,USD,Demo High Yield Savings,Savings,Water Utility,San Francisco,CA,US,REF35039011,ACH,Posted
F931FD9C2A12452D,2025-02-11 05:05:45,2025-02-11,Client Payment,Revenue,Credit,7624.33,59278.10,USD,Demo High Yield Savings,Savings,Client Payment,Austin,TX,US,REF41282897,Wire,Posted
107A5203274E47C8,2025-02-11 05:15:54,2025-02-11,Grocery Market,Groceries,Debit,-30.67,59247.43,USD,Demo High Yield Savings,Savings,Grocery Market,Boston,MA,US,REF84537577,POS,Posted
59FEBA8D0962414B,2025-02-11 09:14:02,2025-02-12,Online Retailer,Shopping,Debit,-102.19,59145.24,USD,Demo High Yield Savings,Savings,Online Retailer,Denver,CO,US,REF66715484,Online,Pending
352FFE9E4A374B14,2025-02-11 21:12:52,2025-02-13,Payroll Deposit,Income,Credit,1343.75,60488.99,USD,Demo High Yield Savings,Savings,Payroll Deposit,Denver,CO,US,REF18888224,ACH,Pending
E0C92F0249734646,2025-02-12 03:05:05,2025-02-14,Gas Station,Transport,Debit,-23.32,60465.67,USD,Demo High Yield Savings,Savings,Gas Station,Austin,TX,US,REF22390315,POS,Posted
DFF66804A0924282,2025-02-12 05:28:02,2025-02-13,Office Supplies,Operations,Debit,-28.19,60437.48,USD,Demo High Yield Savings,Savings,Office Supplies,New York,NY,US,REF10432769,Card,Posted
C9FC4B9014F4406D,2025-02-12 08:09:40,2025-02-14,Payroll Deposit,Income,Credit,4072.85,64510.33,USD,Demo High Yield Savings,Savings,Payroll Deposit,Austin,TX,US,REF24272571,ACH,Posted
8C5A8566C621491F,2025-02-12 10:14:28,2025-02-12,Restaurant,Dining,Debit,-21.78,64488.55,USD,Demo High Yield Savings,Savings,Restaurant,New York,NY,US,REF13537870,Card,Pending
0A38C04285BA499B,2025-02-12 16:11:25,2025-02-14,Gas Station,Transport,Debit,-21.47,64467.08,USD,Demo High Yield Savings,Savings,Gas Station,New York,NY,US,REF12244018,POS,Posted
F8894B2384EA4778,2025-02-13 01:17:54,2025-02-15,Water Utility,Bills,Debit,-7.58,64459.50,USD,Demo High Yield Savings,Savings,Water Utility,Boston,MA,US,REF69595320,ACH,Posted
846FC70994FA43BC,2025-02-13 11:04:11,2025-02-13,Pharmacy,Health,Debit,-8.03,64451.47,USD,Demo High Yield Savings,Savings,Pharmacy,Chicago,IL,US,REF99778757,Card,Posted
004A8BE6CCD74D37,2025-02-13 18:32:48,2025-02-13,Streaming Service,Entertainment,Debit,-8.72,64442.75,USD,Demo High Yield Savings,Savings,Streaming Service,Miami,FL,US,REF83864238,ACH,Posted
9B7A02AD9D344096,2025-02-13 21:53:10,2025-02-13,Pharmacy,Health,Debit,-14.29,64428.46,USD,Demo High Yield Savings,Savings,Pharmacy,New York,NY,US,REF21568108,Card,Pending
A64C275928134872,2025-02-13 23:18:35,2025-02-14,Electric Utility,Bills,Debit,-121.17,64307.29,USD,Demo High Yield Savings,Savings,Electric Utility,Austin,TX,US,REF28311107,ACH,Pending
B6C0E4BB0ED04F1E,2025-02-14 01:49:22,2025-02-14,Electric Utility,Bills,Debit,-115.14,64192.15,USD,Demo High Yield Savings,Savings,Electric Utility,Miami,FL,US,REF26376401,ACH,Posted
462FBEA403C64F86,2025-02-14 04:27:56,2025-02-16,Client Payment,Revenue,Credit,8143.43,72335.58,USD,Demo High Yield Savings,Savings,Client Payment,Denver,CO,US,REF94699404,Wire,Posted
4A37E6190BA14A97,2025-02-14 09:26:49,2025-02-15,Pharmacy,Health,Debit,-6.04,72329.54,USD,Demo High Yield Savings,Savings,Pharmacy,Seattle,WA,US,REF22567290,Card,Posted
FA75BBB83E164AF3,2025-02-14 15:16:34,2025-02-14,Online Retailer,Shopping,Debit,-98.81,72230.73,USD,Demo High Yield Savings,Savings,Online Retailer,Seattle,WA,US,REF22617221,Online,Pending
767AFF13584A4D4E,2025-02-15 19:23:29,2025-02-16,Mobile Carrier,Bills,Debit,-37.67,72193.06,USD,Demo High Yield Savings,Savings,Mobile Carrier,San Francisco,CA,US,REF83957197,ACH,Posted
0462CB659E554C19,2025-02-16 16:52:49,2025-02-18,Client Payment,Revenue,Credit,8596.86,80789.92,USD,Demo High Yield Savings,Savings,Client Payment,Miami,FL,US,REF84329746,Wire,Posted
436F79C1CC0D4D2A,2025-02-16 23:12:46,2025-02-16,Restaurant,Dining,Debit,-14.22,80775.70,USD,Demo High Yield Savings,Savings,Restaurant,San Francisco,CA,US,REF42741152,Card,Posted
F378633A13314DE3,2025-02-17 02:31:54,2025-02-18,Electric Utility,Bills,Debit,-46.69,80729.01,USD,Demo High Yield Savings,Savings,Electric Utility,New York,NY,US,REF65531931,ACH,Posted
C386E4D79C6B4A7D,2025-02-17 10:24:41,2025-02-17,Gas Station,Transport,Debit,-14.93,80714.08,USD,Demo High Yield Savings,Savings,Gas Station,Boston,MA,US,REF74512027,POS,Posted
532A6F2B78214D44,2025-02-17 19:03:36,2025-02-19,Streaming Service,Entertainment,Debit,-11.61,80702.47,USD,Demo High Yield Savings,Savings,Streaming Service,San Francisco,CA,US,REF32538675,ACH,Posted
45907A666680403A,2025-02-18 00:43:08,2025-02-20,Insurance Payment,Insurance,Debit,-56.25,80646.22,USD,Demo High Yield Savings,Savings,Insurance Payment,Austin,TX,US,REF34324718,ACH,Pending
562CB2518AAF42B4,2025-02-18 12:35:33,2025-02-18,Software Subscription,SaaS,Debit,-109.77,80536.45,USD,Demo High Yield Savings,Savings,Software Subscription,Austin,TX,US,REF41720102,ACH,Pending
A095DA920F034C5F,2025-02-18 13:17:18,2025-02-18,Water Utility,Bills,Debit,-10.65,80525.80,USD,Demo High Yield Savings,Savings,Water Utility,New York,NY,US,REF23638593,ACH,Pending
2E151A8572F94A08,2025-02-18 17:29:21,2025-02-18,Transfer In,Transfer,Credit,756.17,81281.97,USD,Demo High Yield Savings,Savings,Transfer In,Austin,TX,US,REF30998769,Internal,Posted
B232C5CD3CAF4384,2025-02-19 12:08:20,2025-02-19,Software Subscription,SaaS,Debit,-35.48,81246.49,USD,Demo High Yield Savings,Savings,Software Subscription,Boston,MA,US,REF66987832,ACH,Posted
9076B3180F2E4BEF,2025-02-19 21:54:21,2025-02-21,Grocery Market,Groceries,Debit,-48.80,81197.69,USD,Demo High Yield Savings,Savings,Grocery Market,Chicago,IL,US,REF13411007,POS,Posted
31D821AC69B44486,2025-02-20 02:34:39,2025-02-21,Office Supplies,Operations,Debit,-54.13,81143.56,USD,Demo High Yield Savings,Savings,Office Supplies,Chicago,IL,US,REF81612882,Card,Posted
02B282C5C1EF434A,2025-02-20 08:58:19,2025-02-22,Gas Station,Transport,Debit,-28.90,81114.66,USD,Demo High Yield Savings,Savings,Gas Station,Chicago,IL,US,REF53282519,POS,Posted
